tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Yiming Zhang	This study		0.8	209	25.6	AX1-1b_LP-DIR-T	hargrave 2019-09-13 16:58:18	2.16E-06	8.16E-09	1.12E-08	2.68E-08	8	273	AX1-1b_LP-DIR-T-1	LT-NO:LP-DIR-T	g	1	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	0	273
Yiming Zhang	This study		1.5	213.2	25.6	AX1-1b_LP-DIR-T	hargrave 2019-09-20 12:26:23	2.06E-06	1.71E-08	4.39E-08	2.99E-08	8	273	AX1-1b_LP-DIR-T-2	LT-T-Z:LP-DIR-T	g	2	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	1	373
Yiming Zhang	This study		3.4	211	25.6	AX1-1b_LP-DIR-T	hargrave 2019-09-20 19:15:16	2.00E-06	4.43E-08	1.06E-07	2.74E-08	8	273	AX1-1b_LP-DIR-T-3	LT-T-Z:LP-DIR-T	g	3	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	2	423
Yiming Zhang	This study		4.7	216.2	25.8	AX1-1b_LP-DIR-T	hargrave 2019-09-21 15:07:06	1.94E-06	7.83E-08	1.38E-07	2.52E-08	8	273	AX1-1b_LP-DIR-T-4	LT-T-Z:LP-DIR-T	g	4	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	3	473
Yiming Zhang	This study		1.9	214.4	25.8	AX1-1b_LP-DIR-T	hargrave 2019-09-22 12:44:46	1.89E-06	2.10E-08	4.60E-08	3.69E-08	8	273	AX1-1b_LP-DIR-T-5	LT-T-Z:LP-DIR-T	g	5	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	4	523
Yiming Zhang	This study		2.4	211	26.3	AX1-1b_LP-DIR-T	hargrave 2019-09-22 18:38:53	1.82E-06	4.17E-08	5.96E-08	3.08E-08	8	273	AX1-1b_LP-DIR-T-6	LT-T-Z:LP-DIR-T	g	6	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	5	573
Yiming Zhang	This study		3.2	219	25.3	AX1-1b_LP-DIR-T	hargrave 2019-09-27 18:24:28	1.76E-06	5.32E-08	8.05E-08	1.37E-08	8	273	AX1-1b_LP-DIR-T-7	LT-T-Z:LP-DIR-T	g	7	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	6	623
Yiming Zhang	This study		2.3	217.1	25.5	AX1-1b_LP-DIR-T	hargrave 2019-09-28 14:14:48	1.62E-06	2.72E-08	5.32E-08	2.63E-08	8	273	AX1-1b_LP-DIR-T-8	LT-T-Z:LP-DIR-T	g	8	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	7	673
Yiming Zhang	This study		1.6	217.4	25.5	AX1-1b_LP-DIR-T	hargrave 2019-09-29 12:08:54	1.36E-06	5.32E-09	2.50E-08	2.83E-08	8	273	AX1-1b_LP-DIR-T-9	LT-T-Z:LP-DIR-T	g	9	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	8	723
Yiming Zhang	This study		1.3	220.4	25.3	AX1-1b_LP-DIR-T	hargrave 2019-09-29 17:50:48	1.22E-06	4.93E-09	1.21E-08	2.35E-08	8	273	AX1-1b_LP-DIR-T-10	LT-T-Z:LP-DIR-T	g	10	pmagpy-4.2.24-1	AX1-1b	u	0	0	0	0	9	748
